electrode_id	probe_id	location
732	NeuropixelsImec0	right dCA1
733	NeuropixelsImec0	right dCA1
734	NeuropixelsImec0	right dCA1
735	NeuropixelsImec0	right dCA1
736	NeuropixelsImec0	right dCA1
737	NeuropixelsImec0	right dCA1
738	NeuropixelsImec0	right dCA1
739	NeuropixelsImec0	right dCA1
740	NeuropixelsImec0	right dCA1
741	NeuropixelsImec0	right dCA1
742	NeuropixelsImec0	right dCA1
743	NeuropixelsImec0	right dCA1
744	NeuropixelsImec0	right dCA1
745	NeuropixelsImec0	right dCA1
746	NeuropixelsImec0	right dCA1
747	NeuropixelsImec0	right dCA1
748	NeuropixelsImec0	right dCA1
749	NeuropixelsImec0	right dCA1
750	NeuropixelsImec0	right dCA1
751	NeuropixelsImec0	right dCA1
752	NeuropixelsImec0	right dCA1
753	NeuropixelsImec0	right dCA1
754	NeuropixelsImec0	right dCA1
755	NeuropixelsImec0	right dCA1
756	NeuropixelsImec0	right dCA1
757	NeuropixelsImec0	right dCA1
758	NeuropixelsImec0	right dCA1
759	NeuropixelsImec0	right dCA1
760	NeuropixelsImec0	right dCA1
761	NeuropixelsImec0	right dCA1
762	NeuropixelsImec0	right dCA1
763	NeuropixelsImec0	right dCA1
764	NeuropixelsImec0	right dCA1
765	NeuropixelsImec0	right dCA1
766	NeuropixelsImec0	right dCA1
767	NeuropixelsImec0	right dCA1
